"world_rank","university_name","national_rank","total_score","alumni","award","hici","ns","pub","pcp","year","lon","lat"
"15","University of Pennsylvania","13",49,32.9,34.3,57.1,46.9,68.6,28.5,2010,-90.3149303,38.6736751
"16","University of Washington Seattle","14",48.7,24.4,31.7,53.9,51.6,72.5,28.1,2010,-122.3102213,47.6698745
"17","University of Wisconsin - Madison","15",46.4,36.5,35.4,51.9,40.2,66.1,25.7,2010,-89.4124875,43.076592
"18","The Johns Hopkins University","16",46,43.6,32.1,42,49.4,64,27.2,2010,-76.6205177,39.3299013
"18","University of California, San Francisco","17",46,0,40.1,53.4,51.8,60.7,33.6,2010,-122.4575489,37.7631333
"20","The University of Tokyo","1",45.9,33.3,14.1,42,52,80.4,34.5,2010,139.761989,35.7126775
"21","University College London","3",44.4,32.9,32.1,39.4,44.6,67,31.6,2010,-0.1335692,51.5247063
"22","University of Michigan - Ann Arbor","18",44.2,36.5,0,59.8,43.4,79.8,26.3,2010,-83.7382241,42.2780436
"23","Swiss Federal Institute of Technology Zurich","1",43.4,34.1,36.1,36.3,43.6,53.6,47.1,2010,8.5476699,47.376313
"24","Kyoto University","2",43.1,33.7,34.7,38.1,36,67.6,31,2010,135.7680294,35.0116363
"25","University of Illinois at Urbana-Champaign","19",42.6,35.4,36.5,42.6,37.1,58.6,27.8,2010,-88.2271615,40.1019523
"26","The Imperial College of Science, Technology and Medicine","4",41.9,17.7,37.2,41.4,36.9,62.3,33,2010,-0.1748772,51.4987997
"27","University of Toronto","1",41.8,23.8,19.2,38.8,38.3,80.3,27.9,2010,-79.4023299,43.666663
"28","University of Minnesota, Twin Cities","20",40.6,30.6,16.2,50.4,36.1,66.6,23.9,2010,-93.2277285,44.97399
"29","Northwestern University","21",38.4,18.5,18.9,48.3,35.9,59.7,28.4,2010,-87.6197349,41.8954119
"30","Washington University in St. Louis","22",38.1,21.3,25.9,38.8,41,54.8,26.7,2010,-90.3107962,38.6487895
"31","New York University","23",37.8,32.4,24.4,40.7,36.2,54.4,22.4,2010,-106.496973,31.777508
"32","University of California, Santa Barbara","24",37.1,16,35.1,42,33.3,42.6,37.3,2010,-117.8082831,33.6858022
"32","University of Colorado at Boulder","24",37.1,14.1,30.7,38.8,41.7,44.7,33.5,2010,-105.2659417,40.007581
"34","Rockefeller University","26",36.7,19.2,58.4,28.8,42.3,21,35.6,2010,-73.9558291,40.7629123
"35","Duke University","27",35.3,17.7,0,45.8,42.2,62,24.4,2010,-117.166351,34.061706
"36","University of British Columbia","2",34.7,17.7,18.9,32.2,30.8,65.7,23.7,2010,-123.2459939,49.2606052
"36","University of Maryland, College Park","28",34.7,22,19.9,41.4,29,53.6,26.2,2010,-76.9367935,38.9920364
"38","The University of Texas at Austin","29",34.5,18.5,16.6,46.1,28.4,54.4,24.7,2010,-97.7340567,30.2849185
"39","Pierre and Marie  Curie University - Paris 6","1",34.2,34.8,23.5,24.9,28.8,59.9,21.9,2010,2.357499,48.8471036
"40","University of Copenhagen","1",33.4,26.1,24.1,26,26,56.4,32.3,2010,121.0990078,14.6064499
"41","University of North Carolina at Chapel Hill","30",33.3,10.7,16.2,39.4,27.7,60.6,23.9,2010,-78.9399682,35.9681485
"42","Karolinska Institute","1",33.2,26.1,27.2,31.4,20.5,49.9,38.1,2010,18.0214528,59.3494376
"43","Pennsylvania State University - University Park","31",32.6,11.9,0,46.6,37.4,56.1,23.2,2010,-77.8599084,40.7982133
"44","The University of Manchester","5",32.4,23.2,18.9,27.9,28,59.1,23.1,2010,-2.2338837,53.4668498
"45","University of Paris Sud (Paris 11)","2",32.3,31.7,46,12.5,20.8,49.9,23.6,2010,2.1764839,48.6976847
"46","University of California, Davis","32",32,0,0,47.2,31.7,63,26,2010,-121.7209826,38.5494919
"46","University of California, Irvine","32",32,0,29.3,36.7,26.3,49.3,26.9,2010,-117.853022,33.664081
"46","University of Southern California","32",32,0,26.7,38.8,26.3,53.1,20,2010,-117.2914463,34.1036186
"49","The University of Texas Southwestern Medical Center at Dallas","35",31.8,20.6,33.1,30.5,29.9,38.4,23.5,2010,-96.8400459,32.812123
"50","Utrecht University","1",31.7,26.1,20.9,27.9,30.4,48.2,26.1,2010,5.1214201,52.0907374
"51","University of Zurich","2",31.2,10.7,26.7,26.4,28.7,50.6,27,2010,8.5595886,47.3588302
"52","University of Munich","1",31.1,31.5,22.8,16.1,26.3,54.5,30.7,2010,11.582443,48.150942
"53","Vanderbilt University","36",31,17.7,29.5,31.4,20.2,50.8,19.1,2010,-73.7199435,40.7694536
"54","Rutgers, The State University of New Jersey","37",30.9,13.1,19.9,40.1,27.9,43.7,23.2,2010,-74.4470536,40.5014869
"54","The University of Edinburgh","6",30.9,19.2,16.6,26,34.2,51.3,23.9,2010,-3.1892413,55.9445158
"56","Technical University Munich","2",30.7,39.2,23.5,24.9,19.5,46.5,29.2,2010,11.5678602,48.14966
"56","University of Pittsburgh","38",30.7,21.3,0,42,23.4,63.1,19,2010,-79.960835,40.4443533
"58","Carnegie Mellon University","39",30.2,32.9,32.7,30.5,15.2,34.2,34.3,2010,-79.9441368,40.4432289
"59","The Australian National University","1",29.6,15.1,12.6,36,27.8,43.8,31.1,2010,149.118527,-35.2776999
"59","The Ohio State University - Columbus","40",29.6,15.1,0,41.7,22.8,62,19.1,2010,-83.0309143,40.0141905
"61","McGill University","3",29.5,31.1,0,32.2,22.9,59.6,25.3,2010,-113.9836203,46.8624181
"62","University of Melbourne","2",29.3,19.9,14.1,22.8,18.7,63.1,27,2010,144.9610796,-37.8013221
"63","King's College London","7",29.1,14.1,23,31.4,16.7,50.7,25,2010,-0.115997,51.5114864
"63","University of Heidelberg","3",29.1,16.9,27,17.6,23,50.6,28.6,2010,8.6702492,49.4191402
"65","Brown University","41",29,16,13.6,31.4,29.6,41.9,32.1,2010,-83.9617862,43.514033
"66","University of Bristol","8",28.9,9.2,17.8,28.8,29.1,47.3,25.1,2010,-2.6259899,51.4771065
"66","Uppsala University","2",28.9,22,32.1,14.4,19.9,49.5,26.6,2010,17.6300093,59.8509005
"68","University of Florida","42",28.8,19.2,0,36.7,20.6,63.9,17.5,2010,-80.277027,25.714868
"69","Purdue University - West Lafayette","43",28.6,16,16.6,29.7,22.4,51.8,20.6,2010,-86.9211946,40.4237054
"70","Leiden University","2",28.4,21.3,15.4,27.9,19.9,47.8,32.4,2010,4.481357,52.1569487
"71","Ecole Normale Superieure - Paris","3",28.3,50.8,24.4,12.5,18.7,27.9,56.7,2010,2.3451689,48.8422058
"72","The Hebrew University of Jerusalem","1",28.1,31.5,19.9,24.9,20.8,41.6,26.5,2010,35.2414009,31.7945578
"72","University of Helsinki","1",28.1,16,17.8,22.8,20.6,52.7,28.2,2010,-99.1698567,19.3049111
"74","Moscow State University","1",27.9,46.8,34.1,0,9.6,52.4,31.2,2010,37.5286695,55.7039349
"75","Osaka University","3",27.7,10.7,0,26.9,27.9,60.2,27.8,2010,-99.1462101,19.2848865
"75","University of Oslo","1",27.7,22,33.3,17.6,13.5,46.6,24.3,2010,121.0936889,14.6712421
"77","Boston University","44",27.3,13.1,11.5,29.7,24.7,50,19.3,2010,-0.1852592,51.4925846
"78","University of Arizona","45",26.8,0,0,29.7,37.5,52.1,21.6,2010,-82.4530718,28.067177
"79","Stockholm University","3",26.4,25,29.5,16.1,20.4,37.5,24.2,2010,-81.5636262,41.4685433
"79","Nagoya University","4",26.4,24.4,14.1,16.1,24.3,48.1,26.1,2010,136.967573,35.153491
"81","Arizona State University - Tempe","46",26.1,0,19.9,24.9,26.9,44.3,21.1,2010,-111.9280527,33.4242399
"82","University of Rochester","47",25.8,0,11.5,30.5,27,46.6,19.2,2010,-77.6260033,43.1305531
"82","University of Utah","47",25.8,28.2,8.9,26.9,20.6,43.3,21.9,2010,-111.8884532,33.4249307
"84","Tohoku University","5",25.7,16,0,21.6,20.8,60.3,27.4,2010,140.874074,38.253834
"84","University of Nottingham","9",25.7,13.1,19.9,23.9,16.1,47.6,20.9,2010,-1.1951582,52.938636
"86","Michigan State University","49",25.5,10.7,0,37.4,19.1,52.4,18.7,2010,-83.7333394,42.2752422
"86","University of Basel","3",25.5,22,17,22.8,19.4,36.2,34.5,2010,36.2776484,33.5117629
"88","McMaster University","4",25.2,14.1,18.9,22.8,14.8,47.3,22.8,2010,-81.0261039,34.0026819
"88","The University of Sheffield","10",25.2,19.9,14.1,21,21.3,44.3,22.6,2010,-1.4879469,53.3809409
"90","Ghent University","1",25.1,7.5,15.4,17.6,15.1,54.4,30.4,2010,-123.1884423,49.2669654
"90","Indiana University Bloomington","50",25.1,11.9,22.7,24.9,18.5,39.9,19.6,2010,-86.5130173,39.1766135
"92","University of Sydney","3",25,16.9,0,20.4,18.4,61.4,25.1,2010,149.6612155,-30.4730963
"93","University of Bonn","4",24.9,16.9,19.9,14.4,23.3,42.5,24.3,2010,121.1009535,14.6051887
"93","University of Goettingen","4",24.9,32.9,19.9,14.4,17.2,40.7,24.3,2010,9.9374004,51.5408116
"95","Texas A&M University - College Station","51",24.8,0,0,34.5,21,54,21,2010,-99.9018131,31.9685988
"96","University of Virginia","52",24.5,0,0,34.5,26.8,47.5,19.5,2010,-93.1147395,44.9494426
"97","Case Western Reserve University","53",24.3,34.5,11.5,21.6,14.3,41.9,22.7,2010,-81.6083838,41.5043413
"98","Aarhus University","2",24.2,13.1,18.9,7.2,23.5,48.4,25.4,2010,12.1021324,55.695402
"99","Rice University","54",24,18.5,21.8,21.6,18.8,30.2,29.6,2010,-85.6613123,40.1136943
"99","University of Birmingham","11",24,21.3,10.9,21.6,16.2,46.4,20.7,2010,-1.93668,52.45126
"101-150","Baylor College of Medicine","55-69",NA,0,0,19,32.1,41,20,2010,-95.3961698,29.7104397
"101-150","Catholic University of Leuven","2-4",NA,0,0,21.6,15,53.8,25.5,2010,4.7002953,50.8779545
"101-150","Catholic University of Louvain","2-4",NA,11.9,13.6,17.6,13.8,41.9,28.3,2010,4.6155909,50.6696875
"101-150","Emory University","55-69",NA,0,0,30.5,24.1,50.5,18.1,2010,-80.627626,28.0658079
"101-150","Georgia Institute of Technology","55-69",NA,14.1,0,26,23.8,45.2,27.1,2010,-84.3988806,33.7784626
"101-150","Lund University","4",NA,25,0,24.9,17,50.1,21.8,2010,-87.7106499,41.9722799
"101-150","Mayo Medical School","55-69",NA,0,0,24.9,16.1,48,24.7,2010,-92.4666601,44.0225485
"101-150","National Taiwan University","1",NA,13.1,0,16.1,11.6,59.6,19.7,2010,121.518577,25.041471
"101-150","National University of Singapore","1",NA,0,0,10.2,14.6,59.1,27,2010,7.4674717,45.7399332
"101-150","North Carolina State University - Raleigh","55-69",NA,0,0,27.9,15.9,42.9,19.2,2010,-78.6820946,35.7846633
"101-150","Oregon State University","55-69",NA,13.1,0,26.9,24.7,36.5,23.8,2010,-123.2794442,44.5637806
"101-150","Seoul National University","1",NA,0,0,7.2,13.1,66.5,20.3,2010,126.952712,37.48121
"101-150","Swiss Federal Institute of Technology of Lausanne","4-5",NA,0,0,23.9,20.1,40.4,34,2010,6.5667576,46.5190557
"101-150","Technion-Israel Institute of Technology","2-4",NA,16,23,16.1,14,36.9,21.7,2010,35.0231271,32.7767783
"101-150","Tel Aviv University","2-4",NA,0,0,23.9,15.9,50.9,25.5,2010,34.8046043,32.1036332
"101-150","The University of Georgia","55-69",NA,0,0,26.9,19.8,44.2,18.5,2010,-83.3773221,33.9480053
"101-150","The University of Queensland","4-5",NA,14.1,0,12.5,24,57.3,25.9,2010,151.9287869,-27.6061106
"101-150","The University of Western Australia","4-5",NA,15.1,14.1,21.6,13.1,42.6,26.4,2010,115.8199096,-31.981179
"101-150","Tokyo Institute of Technology","6",NA,14.1,0,21.6,22.8,44.4,29.5,2010,139.6835302,35.6051229
"101-150","Tufts University","55-69",NA,16,16.6,22.8,13,37.4,25.9,2010,-71.120482,42.4036848
"101-150","University Libre Bruxelles","2-4",NA,18.5,18.9,12.5,13.1,32,25.6,2010,4.3822222,50.8132068
"101-150","University of Alberta","5-6",NA,13.1,0,20.4,21.3,56.9,21.8,2010,-113.5490268,53.4943212
"101-150","University of Amsterdam","3-6",NA,7.5,0,19,20.9,51.9,26.3,2010,4.9470315,52.3561962
"101-150","University of California, Riverside","55-69",NA,14.1,0,27.9,26.6,34.4,27.9,2010,-117.3280644,33.9737055
"101-150","University of California, Santa Cruz","55-69",NA,0,0,27.9,32,30.8,31.7,2010,-117.3163115,33.981043
"101-150","University of Frankfurt","6-10",NA,34.1,8.9,19,16.6,39.6,23.4,2010,8.6677635,50.1270675
"101-150","University of Freiburg","6-10",NA,21.3,20.9,16.1,18,37.4,22.5,2010,7.8493126,48.0028354
"101-150","University of Geneva","4-5",NA,25,0,20.4,24.9,37.2,24.5,2010,6.1011686,46.2247046
"101-150","University of Groningen","3-6",NA,0,19.9,17.6,16.3,46.2,26.7,2010,6.5665018,53.2193835
"101-150","University of Hawaii at Manoa","55-69",NA,0,0,26,27.9,37.6,18.8,2010,-157.818968,21.3
"101-150","University of Iowa","55-69",NA,0,0,33,23.6,46.7,19.2,2010,-117.3398859,33.9790905
"101-150","University of Leeds","12-14",NA,19.2,0,14.4,22.8,44,19.3,2010,-82.4315563,28.0637104
"101-150","University of Liverpool","12-14",NA,19.9,15.4,12.5,17.6,40.3,20.1,2010,-2.9655722,53.405936
"101-150","University of Massachusetts Amherst","55-69",NA,15.1,0,33,17.5,36,22.3,2010,-72.5267121,42.3911569
"101-150","University of Massachusetts Medical School - Worcester","55-69",NA,0,19.9,14.4,26.7,28.2,21.2,2010,-71.7610714,42.2772479
"101-150","University of Miami","55-69",NA,0,0,23.9,20.7,43.2,16.2,2010,-80.2792843,25.7216374
"101-150","University of Milan","1-3",NA,19.2,0,19,13.2,48.6,19.4,2010,9.1945843,45.4601435
"101-150","University of Montreal","5-6",NA,13.1,0,14.4,18,53.4,20.8,2010,-90.350862,38.6816147
"101-150","University of Muenster","6-10",NA,21.3,15.4,12.5,15,35.8,20.2,2010,7.6131826,51.9635705
"101-150","University of Paris Diderot (Paris 7)","4-5",NA,15.5,13.8,14.4,21.9,42,16.5,2010,2.3817936,48.8293187
"101-150","University of Pisa","1-3",NA,16,23.5,16.1,4.1,38.9,18.5,2010,10.3988593,43.7167235
"101-150","University of Roma - La Sapienza","1-3",NA,14.1,15.4,10.2,13.7,50.6,14,2010,12.5144384,41.9037626
"101-150","University of Sao Paulo","1",NA,0,0,10.2,13.3,76.3,15.4,2010,-46.7307891,-23.5613991
"101-150","University of Strasbourg","4-5",NA,25,22.4,17.6,15.9,36.6,19.3,2010,-117.7779478,33.6833384
"101-150","University of Sussex","12-14",NA,0,22.7,19,15.7,27.1,25.2,2010,-0.7756403,50.8443366
"101-150","University of Tuebingen","6-10",NA,25,0,14.4,17.4,42,22.2,2010,9.043774,48.5294782
"101-150","University of Wageningen","3-6",NA,0,0,28.8,14.3,39.3,30.3,2010,5.6657696,51.9845558
"101-150","University of Wuerzburg","6-10",NA,21.3,8.9,23.3,13.7,35,20.8,2010,9.9708462,49.7830083
"101-150","VU University Amsterdam","3-6",NA,0,0,23.9,13.4,51.8,28.2,2010,4.8658302,52.3344753
"101-150","Weizmann Institute of Science","2-4",NA,14.1,16.2,23.9,28,29.4,22.2,2010,34.811363,31.907867
"151-200","Cardiff University","15-19",NA,0,16.2,7.2,20.3,42.2,17.5,2010,-3.1868361,51.4919075
"151-200","Colorado State University","70-89",NA,0,0,27.9,13.8,37.1,20.4,2010,-105.0807072,40.5747751
"151-200","Dartmouth College","70-89",NA,20.6,0,22.8,18.1,30.7,22.6,2010,-91.6514459,41.92479
"151-200","Delft University of Technology","7-9",NA,13.1,0,7.2,21.5,40.3,21.5,2010,4.3570677,52.0115769
"151-200","Erasmus University","7-9",NA,0,15.4,21.6,5.2,33.5,25.6,2010,4.525585,51.91752
"151-200","Florida State University","70-89",NA,0,0,20.4,18.4,39.5,19,2010,-84.2984889,30.4418778
"151-200","George Mason University","70-89",NA,0,32.1,10.2,7.1,28.5,17.8,2010,-77.3115849,38.8343675
"151-200","Hokkaido University","7-9",NA,0,0,16.1,16.1,47.7,20.3,2010,141.340013,43.0779575
"151-200","Iowa State University","70-89",NA,0,0,22.8,13.7,42.9,20.2,2010,-93.6396252,42.0277899
"151-200","Joseph Fourier University (Grenoble 1)","6-7",NA,0,15.4,10.2,19.8,37.9,17.3,2010,5.7180539,45.1924776
"151-200","Kyushu University","7-9",NA,0,0,14.4,17.6,49.7,20.7,2010,130.4250445,33.6266584
"151-200","Louisiana State University - Baton Rouge","70-89",NA,0,0,19,16,38,15.3,2010,-91.1800023,30.4132579
"151-200","Monash University","6-7",NA,0,0,10.2,16.2,52.4,20.7,2010,145.1340508,-38.1532011
"151-200","Mount Sinai School of Medicine","70-89",NA,0,0,19,19.3,35.4,17.8,2010,-73.9534,40.789756
"151-200","National Autonomous University of Mexico","1",NA,14.1,0,7.2,12.7,50.6,23.4,2010,-99.1843676,19.3188895
"151-200","Oregon Health and Science University","70-89",NA,0,0,19,19.7,35.4,20.6,2010,-122.6859419,45.499045
"151-200","Peking University","1-2",NA,0,0,0,13.5,59,17.1,2010,116.3065393,39.9939231
"151-200","Radboud University Nijmegen","7-9",NA,0,0,10.2,19.4,48.5,29.9,2010,5.8372264,51.8125626
"151-200","State University of New York at Stony Brook","70-89",NA,0,0,19,22.8,37.9,18.2,2010,-73.1233889,40.9123761
"151-200","Technical University of Denmark","3",NA,7.5,12.6,17.6,13.9,36.5,19.7,2010,9.9785216,57.0149963
"151-200","The Chinese University of Hong Kong","1",NA,0,14.1,14.4,6.1,43.1,21.5,2010,114.2109318,22.4162632
"151-200","The University of Alabama at Birmingham","70-89",NA,0,0,16.1,18.5,42.4,15.3,2010,-86.8059187,33.5008055
"151-200","The University of Calgary","7-8",NA,0,0,10.2,17,46.2,17.2,2010,-114.1358007,51.0781599
"151-200","The University of Connecticut - Storrs","70-89",NA,13.1,0,16.1,13.5,37,17,2010,-72.2539805,41.8077414
"151-200","The University of Glasgow","15-19",NA,10.7,0,21.6,15.5,42.8,17.8,2010,-4.2890699,55.8734218
"151-200","The University of Texas Health Science Center at Houston","70-89",NA,0,15.4,17.6,16.4,30.4,18.6,2010,-95.4028678,29.7029331
"151-200","The University of Texas M. D. Anderson Cancer Center","70-89",NA,0,0,21.6,15.6,42.8,27.5,2010,-95.3969227,29.7071429
"151-200","Tsinghua University","1-2",NA,11.9,0,0,11.8,57.8,17,2010,116.3246671,39.9990443
"151-200","University of Bern","6",NA,14.1,0,10.2,20.8,39.1,25.4,2010,121.0977098,14.6037344
"151-200","University of Buenos Aires","1",NA,18.5,25.2,0,6.3,37.9,20.9,2010,-58.3730695,-34.5998875
"151-200","University of Delaware","70-89",NA,11.9,0,22.8,13.3,32.8,18.3,2010,-117.7759092,33.7105331
"151-200","University of Durham","15-19",NA,0,0,19,18.6,33.3,20.5,2010,-1.5782029,54.7649859
"151-200","University of Hamburg","11-14",NA,14.1,0,17.6,16.4,34.3,18.8,2010,9.9846195,53.5665641
"151-200","University of Illinois at Chicago","70-89",NA,0,0,26.9,9.6,46.1,17.6,2010,-117.3484801,33.9690772
"151-200","University of Kiel","11-14",NA,13.1,15.4,10.2,12.2,32.9,17.8,2010,10.1147022,54.3460549
"151-200","University of Koeln","11-14",NA,0,12.6,7.2,20.8,37.9,19.9,2010,6.9288192,50.9281625
"151-200","University of Mainz","11-14",NA,0,8.1,17.6,19.6,38.1,20.6,2010,8.2415552,49.9926403
"151-200","University of Maryland, Baltimore","70-89",NA,0,0,22.8,16.5,38.6,17.8,2010,-76.6245825,39.2879915
"151-200","University of Nebraska - Lincoln","70-89",NA,19.9,0,16.1,14.8,33.4,15.9,2010,-96.7004763,40.8201966
"151-200","University of New South Wales","6-7",NA,0,0,19,11.3,52.2,20.9,2010,151.710005,-32.8871981
"151-200","University of Padua","4",NA,0,0,12.5,18.8,48.8,18.7,2010,11.8774462,45.406766
"151-200","University of Paris Descartes (Paris 5)","6-7",NA,13.7,11.9,10.2,16.5,41.1,15.3,2010,2.340761,48.851251
"151-200","University of Southampton","15-19",NA,0,0,19,17.9,42.6,18.2,2010,-1.3962068,50.9340275
"151-200","University of Tennessee - Knoxville","70-89",NA,11.9,0,21.6,17,39.1,14.8,2010,-83.9294564,35.9544013
"151-200","University of Tsukuba","7-9",NA,0,19.9,12.5,8.7,39.1,20,2010,140.1039611,36.1087221
"151-200","University of Vienna","1",NA,17.7,0,10.2,19.3,37.3,20.7,2010,-117.8440006,33.6140008
"151-200","University of Warwick","15-19",NA,0,0,24.4,14.8,37.5,20.3,2010,-1.563191,52.379411
"151-200","University of Waterloo","7-8",NA,0,0,19,10.3,41.7,21.1,2010,-80.541671,43.473289
"151-200","Virginia Commonwealth University","70-89",NA,11.9,14.1,17.6,9.9,34.2,14.5,2010,-77.4534286,37.5489872
"151-200","Virginia Polytechnic Institute and State University","70-89",NA,13.1,0,21.6,15,40.8,17.4,2010,-80.4234167,37.2283843
"201-300","Autonomous University of Madrid","1-4",NA,0,0,12.5,14.3,38.6,16.6,2010,-3.6943619,40.5466983
"201-300","Brandeis University","90-111",NA,21.3,0,7.2,18.1,19.8,23.9,2010,-85.7551276,38.2190053
"201-300","Chalmers University of Technology","5-9",NA,0,0,16.1,11.6,28.4,20.6,2010,11.9777584,57.6883684
"201-300","Charles University in Prague","1",NA,13.1,0,0,12.3,43.1,18.5,2010,14.4234889,50.0871106
"201-300","City University of New York City College","90-111",NA,33.7,0,10.2,9.7,18,20.2,2010,-73.9492724,40.8200471
"201-300","Claude Bernard University Lyon 1","8-13",NA,13.1,0,0,19.7,40.2,14,2010,4.862939,45.779462
"201-300","Complutense University of Madrid","1-4",NA,16.9,0,0,9,43.3,11.1,2010,-3.7285872,40.4478246
"201-300","Dalhousie University","9-18",NA,0,0,14.4,15.6,34.5,17.4,2010,-97.1453994,49.7887693
"201-300","Ecole Polytechnique","8-13",NA,19.2,0,7.2,9.2,28.6,21.2,2010,2.2112917,48.7142971
"201-300","Fudan University","3-7",NA,0,0,0,9.2,48.8,17.4,2010,121.5014465,31.2985307
"201-300","Industrial Physics and Chemistry Higher Educational Institution - Paris","8-13",NA,9.2,18.9,0,11.1,16.8,29,2010,2.3472064,48.8414272
"201-300","Keio University","10",NA,0,0,10.2,11.8,35.5,16.9,2010,139.7429376,35.6489643
"201-300","Korea Advanced Institute of Science and Technology","2-4",NA,0,0,7.2,15.7,40.5,29.7,2010,127.3640249,36.3693921
"201-300","Korea University","2-4",NA,0,0,0,7,48.1,19.2,2010,127.035859,37.590401
"201-300","Lancaster University","20-30",NA,0,0,17.6,11.9,28.7,19.7,2010,-2.7850105,54.0101034
