"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","lon","lat"
"187","University of Innsbruck","Austria",37.9,"99.5",34.8,60.2,"35.0","47.2","18,209",16.9,"39%","54 : 46",2011,-81.2365003,28.5527426
"189","University of Tübingen","Germany",45.9,"57.8",36.3,57.3,"32.3","47.0","28,327",38.9,"12%","58 : 42",2011,9.0576448,48.5216364
"190","Drexel University","United States of America",45,"60.6",35.9,58.2,"27.4","46.9","20,713",10.8,"18%","48 : 52",2011,-90.3312523,38.6677847
"190","University of Cincinnati","United States of America",43.6,"18.9",40.4,61.5,"32.5","46.9","36,108",15.7,"6%","54 : 46",2011,-84.5138565,39.1288979
"190","Yonsei University","South Korea",43,"28.0",48.7,52.2,"40.4","46.9","24,774",11.6,"14%","",2011,126.938572,37.565784
"193","Dalhousie University","Canada",41.6,"44.9",50.2,48.8,"-","46.8","15,064",14.4,"18%","55 : 45",2011,-97.1453994,49.7887693
"193","KTH Royal Institute of Technology","Sweden",49.1,"64.2",56.2,29.2,"100.0","46.8","12,062",14.6,"21%","30 : 70",2011,18.0706645,59.3498065
"195","University of Vienna","Austria",47.6,"63.2",45.7,45.6,"27.0","46.7","34,651",20.5,"25%","67 : 33",2011,-117.8440006,33.6140008
"196","Kent State University","United States of America",33.5,"15.9",33.3,76.8,"26.3","46.5","23,122",19,"8%","58 : 42",2011,-81.3449261,41.1507253
"197","University of Illinois at Chicago","United States of America",57.8,"51.8",46.8,34.7,"-","46.4","24,313",9.2,"17%","53 : 47",2011,-117.3484801,33.9690772
"197","Zhejiang University","China",54.6,"29.6",41.3,44.3,"70.3","46.4","47,508",15.9,"5%","41 : 59",2011,120.1689207,30.2929634
"199","Simon Fraser University","Canada",32.9,"51.9",44.2,60.2,"37.9","46.2","26,640",28.3,"19%","55 : 45",2011,-122.9198833,49.2780937
"199","Swedish University of Agricultural Sciences","Sweden",43.3,"-",49.5,41.7,"99.9","46.2","3,879",4.6,"","67 : 33",2011,17.6628688,59.814947
"1","California Institute of Technology","United States of America",95.7,"56.0",98.2,99.9,"97.0","94.8","2,243",6.9,"27%","33 : 67",2012,-118.125269,34.1376576
"2","Harvard University","United States of America",95.8,"67.5",97.4,99.8,"35.9","93.9","20,152",8.9,"25%","",2012,-71.1166286,42.3800977
"2","Stanford University","United States of America",94.8,"57.2",98.9,99.8,"63.8","93.9","15,596",7.8,"22%","42 : 58",2012,-117.8389422,33.6518297
"4","University of Oxford","United Kingdom",89.5,"91.9",96.6,97.9,"62.1","93.6","19,919",11.6,"34%","46 : 54",2012,-117.8273389,33.6504742
"5","Princeton University","United States of America",91.5,"49.6",99.1,100,"81.0","92.9","7,929",8.4,"27%","45 : 55",2012,-74.6582332,40.3492867
"6","University of Cambridge","United Kingdom",90.5,"85.3",94.2,97.3,"55.5","92.4","18,812",11.8,"34%","46 : 54",2012,0.1177882,52.2016671
"7","Massachusetts Institute of Technology","United States of America",92.7,"79.2",87.4,100,"94.4","92.3","11,074",9,"33%","37 : 63",2012,-71.0934,42.3591
"8","Imperial College London","United Kingdom",88.8,"92.2",88.7,93.9,"93.1","90.7","15,060",11.7,"51%","37 : 63",2012,-0.1732294,51.5177246
"9","University of Chicago","United States of America",89.4,"58.8",90.8,99.4,"-","90.2","14,221",6.9,"21%","42 : 58",2012,-87.5903039,41.7857416
"10","University of California, Berkeley","United States of America",82.8,"50.4",99.4,99.4,"62.5","89.8","36,186",16.4,"15%","50 : 50",2012,-122.2447958,37.8805941
"11","Yale University","United States of America",92.3,"55.5",91.2,96.7,"34.7","89.1","11,751",4.4,"20%","50 : 50",2012,-90.315018,38.6595336
"12","Columbia University","United States of America",89.1,"67.6",81.8,97.8,"-","87.5","25,055",5.9,"28%","",2012,-73.9625727,40.8075355
"13","University of California, Los Angeles","United States of America",85.9,"41.0",92.5,97.3,"-","87.3","38,206",10.3,"15%","52 : 48",2012,-118.4431764,34.0729489
"14","Johns Hopkins University","United States of America",78.9,"59.9",86.5,97.3,"100.0","85.8","15,128",3.6,"23%","50 : 50",2012,-76.6003432,39.3272601
"15","ETH Zurich – Swiss Federal Institute of Technology Zurich","Switzerland",79.1,"97.5",85.8,87.2,"-","85.0","18,178",14.7,"37%","31 : 69",2012,8.541694,47.3768866
"16","University of Pennsylvania","United States of America",87,"34.3",86.1,97.9,"41.9","84.9","20,376",6.5,"20%","51 : 49",2012,-90.3149303,38.6736751
"17","University College London","United Kingdom",77.8,"91.8",84.3,89,"41.4","83.2","26,607",10.7,"46%","56 : 44",2012,-0.1335692,51.5247063
"18","University of Michigan","United States of America",75.4,"47.2",90,94.3,"53.3","82.8","41,786",9,"16%","48 : 52",2012,-83.7382241,42.2780436
"19","University of Toronto","Canada",76.9,"69.0",87.4,86.5,"44.9","81.6","66,198",19.5,"15%","",2012,-79.4023299,43.666663
"20","Cornell University","United States of America",70.4,"53.4",87.2,93.5,"-","80.5","21,424",10.2,"19%","48 : 52",2012,-117.8357356,33.6493781
"21","Carnegie Mellon University","United States of America",65.7,"55.0",79.5,97.4,"60.7","78.4","11,885",13.1,"35%","39 : 61",2012,-79.9441368,40.4432289
"22","Duke University","United States of America",62.6,"46.9",77.9,97.4,"100.0","77.4","15,172",4.8,"17%","49 : 51",2012,-117.166351,34.061706
"22","University of British Columbia","Canada",68.6,"88.7",78.6,85.2,"40.6","77.4","50,152",17.6,"25%","54 : 46",2012,-123.2459939,49.2606052
"24","Georgia Institute of Technology","United States of America",66.6,"65.0",73.8,91.9,"99.2","77.0","19,967",20.1,"26%","31 : 69",2012,-84.3988806,33.7784626
"25","University of Washington Seattle","United States of America",70.8,"36.9",74,98.2,"31.8","76.5","44,020",11.8,"13%","53 : 47",2012,-122.3102213,47.6698745
"26","Northwestern University","United States of America",66.3,"35.3",75.5,98.6,"56.6","76.2","18,334",13.8,"15%","48 : 52",2012,-87.6197349,41.8954119
"27","University of Wisconsin-Madison","United States of America",74.3,"23.8",77.3,90.6,"55.3","75.8","39,655",10.8,"11%","51 : 49",2012,-89.4052247,43.0765915
"28","McGill University","Canada",72.8,"81.4",78.4,77.1,"35.1","75.5","31,326",13.7,"23%","56 : 44",2012,-113.9836203,46.8624181
"29","University of Texas at Austin","United States of America",69.5,"38.8",76.1,89.6,"57.7","74.9","49,427",17.4,"9%","51 : 49",2012,-97.7335226,30.2850284
"30","University of Tokyo","Japan",86.1,"23.0",80.3,69.1,"76.6","74.3","26,199",5.7,"10%","",2012,139.7442192,35.7198647
"31","University of Illinois at Urbana-Champaign","United States of America",67.9,"50.7",81.3,81.5,"-","74.2","42,727",18.7,"20%","47 : 53",2012,-88.2271615,40.1019523
"32","Karolinska Institute","Sweden",69.9,"82.0",73.8,73.1,"78.5","73.1","7,774",11.5,"22%","70 : 30",2012,18.0214528,59.3494376
"33","University of California, San Diego","United States of America",61.4,"31.5",72,97.8,"51.8","73.0","27,233",6.5,"11%","48 : 52",2012,-117.2340135,32.8800604
"34","University of Hong Kong","Hong Kong",74,"83.7",80.1,60.5,"64.1","72.3","19,835",17.6,"38%","53 : 47",2012,114.1378391,22.2840507
"35","University of California, Santa Barbara","United States of America",55,"52.6",65.3,99.9,"85.0","72.1","22,020",27.3,"11%","52 : 48",2012,-117.8082831,33.6858022
"36","University of Edinburgh","United Kingdom",63,"79.8",61.4,92.3,"41.3","72.0","25,774",14.1,"36%","58 : 42",2012,-3.1847238,55.9462691
"37","University of Melbourne","Australia",62.2,"82.5",72.4,80.7,"44.4","71.9","40,128",23.7,"35%","55 : 45",2012,144.9610796,-37.8013221
"38","Australian National University","Australia",62.8,"93.8",75.1,72.6,"41.7","71.2","14,604",19.2,"35%","52 : 48",2012,142.389278,-10.890853
"38","University of California, Davis","United States of America",68,"51.4",68.7,83.4,"52.5","71.2","35,364",13.9,"13%","54 : 46",2012,-121.7209826,38.5494919
"40","National University of Singapore","Singapore",65.7,"93.0",79,63.4,"60.7","70.9","31,592",15.5,"34%","49 : 51",2012,7.4674717,45.7399332
"41","Washington University in St Louis","United States of America",64,"45.7",58.9,96.1,"-","70.5","12,528",5.7,"17%","",2012,-90.3308854,38.6846489
"42","University of Minnesota","United States of America",66.1,"25.6",72.5,85.4,"-","70.0","46,825",18,"13%","52 : 48",2012,-93.199514,44.9743269
"43","University of North Carolina at Chapel Hill","United States of America",67.6,"20.2",62.6,92.6,"35.5","69.3","26,518",7.3,"8%","58 : 42",2012,-78.9399682,35.9681485
"44","New York University","United States of America",60.2,"38.1",65.4,92.3,"30.9","69.0","42,056",6.8,"19%","55 : 45",2012,-106.496973,31.777508
"45","LMU Munich","Germany",63.8,"54.3",59.9,84.6,"40.7","67.6","35,691",15.5,"13%","62 : 38",2012,11.582443,48.150942
"46","École Polytechnique Fédérale de Lausanne","Switzerland",53.1,"98.9",43.9,95.3,"46.7","66.3","9,666",10.5,"54%","27 : 73",2012,6.5676007,46.5189865
"47","London School of Economics and Political Science","United Kingdom",66.4,"96.0",75.4,50.6,"41.1","66.0","",NA,"","",2012,-0.1173766,51.5144077
"48","University of Manchester","United Kingdom",59,"80.4",61.1,75.6,"37.7","65.7","34,938",15.3,"34%","52 : 48",2012,-90.3332427,38.6129798
"49","Brown University","United States of America",59.8,"33.4",53.6,93.9,"34.9","65.6","8,653",10.1,"19%","",2012,-83.9617862,43.514033
"49","Peking University","China",82.3,"51.7",64.1,51,"99.9","65.6","40,148",8.3,"14%","",2012,116.3065393,39.9939231
"51","Pennsylvania State University","United States of America",53.5,"29.5",66.7,83.4,"61.6","64.9","44,501",12.4,"12%","46 : 54",2012,-77.8608888,40.8072337
"52","Kyoto University","Japan",76.4,"21.1",72,56.3,"71.7","64.8","22,809",5.6,"7%","",2012,135.7680294,35.0116363
"53","Pohang University of Science and Technology","South Korea",56.4,"25.0",51.9,92.3,"100.0","64.6","3,055",10.1,"4%","20 : 80",2012,129.3434808,36.0190178
"54","Boston University","United States of America",60.7,"37.2",46.2,95.6,"27.6","64.2","24,789",8.6,"17%","58 : 42",2012,-0.1852592,51.4925846
"55","University of Southern California","United States of America",65.8,"41.1",48.7,80.2,"99.3","64.0","36,534",12.9,"20%","52 : 48",2012,-117.2914463,34.1036186
"56","King’s College London","United Kingdom",49.8,"90.0",54.2,80.9,"40.8","63.2","21,394",11.4,"37%","61 : 39",2012,-0.0890873,51.4699486
"57","Ohio State University","United States of America",61.8,"42.2",56.2,77.5,"49.9","63.0","51,462",13.4,"12%","49 : 51",2012,-83.0227103,39.9993865
"58","University of Sydney","Australia",55.4,"88.1",65.7,57.2,"92.1","62.4","41,868",20.2,"28%","57 : 43",2012,149.6612155,-30.4730963
"59","University of Pittsburgh","United States of America",54.3,"26.5",53.9,88.7,"37.5","62.0","26,485",5.8,"10%","51 : 49",2012,-79.960835,40.4443533
"59","École Normale Supérieure","France",56.6,"66.2",33.5,96.4,"44.7","62.0","2,400",7.9,"20%","46 : 54",2012,-83.8126438,39.7473569
"61","University of Zurich","Switzerland",56.7,"87.4",45.9,78.4,"43.5","61.9","26,583",6.5,"19%","57 : 43",2012,8.5595886,47.3588302
"62","Hong Kong University of Science and Technology","Hong Kong",51,"80.1",58.6,71,"59.0","61.7","11,385",23.8,"36%","",2012,114.2715461,22.2917485
"63","École Polytechnique","France",50.4,"86.1",38.8,89.1,"63.0","61.5","2,429",4.8,"30%","18 : 82",2012,-73.6130801,45.504661
"64","University of Massachusetts","United States of America",54,"27.3",58.3,80.1,"53.2","61.1","56,959",13,"11%","49 : 51",2012,-117.3324743,33.9866891
"65","McMaster University","Canada",41.9,"72.0",49.9,85.5,"97.5","61.0","23,823",19.3,"15%","53 : 47",2012,-81.0261039,34.0026819
"66","University of Bristol","United Kingdom",44.2,"73.7",47.7,89.9,"34.8","60.9","17,906",14,"25%","53 : 47",2012,-2.6259899,51.4771065
"67","KU Leuven","Belgium",52.5,"56.7",64.7,63,"99.9","60.8","42,503",41.9,"18%","54 : 46",2012,4.7005176,50.8798438
"68","Utrecht University","Netherlands",42.8,"58.1",53.2,85.7,"59.3","60.4","30,779",15.4,"7%","59 : 41",2012,5.1214201,52.0907374
"69","University of Göttingen","Germany",51.4,"48.0",50.9,84.1,"32.7","60.3","25,581",25.6,"12%","51 : 49",2012,9.9374004,51.5408116
"70","Vanderbilt University","United States of America",52.1,"26.8",47.6,86.8,"64.4","59.6","12,161",3.6,"10%","52 : 48",2012,-73.7199435,40.7694536
"71","Tsinghua University","China",74.1,"33.4",70.1,37.4,"99.8","59.5","39,763",13.7,"10%","32 : 68",2012,116.3246671,39.9990443
"72","Rice University","United States of America",45.9,"39.7",38,99.9,"36.2","59.0","6,333",9,"26%","44 : 56",2012,-85.6613123,40.1136943
"73","Heidelberg University","Germany",57.1,"62.3",41.5,78.5,"37.6","58.7","28,881",24.5,"17%","55 : 45",2012,-77.576748,43.1700966
"74","The University of Queensland","Australia",47.5,"80.8",52.3,70.2,"62.6","58.6","34,718",32.7,"27%","53 : 47",2012,151.9287869,-27.6061106
"75","Emory University","United States of America",48.4,"37.3",39.8,90.9,"34.4","57.4","12,338",4.5,"18%","56 : 44",2012,-80.627626,28.0658079
"75","Wageningen University and Research Center","Netherlands",50.1,"75.9",47.6,66.3,"100.0","57.4","9,248",17,"21%","56 : 44",2012,5.6653948,51.9691868
"77","Tufts University","United States of America",45.8,"41.3",37.4,94.5,"35.4","57.3","10,410",10,"14%","54 : 46",2012,-71.120482,42.4036848
"77","University of Colorado Boulder","United States of America",39.5,"30.8",42.6,98.2,"-","57.3","29,325",16.1,"8%","45 : 55",2012,-105.2627072,40.0071656
"79","Leiden University","Netherlands",45.4,"54.4",55.3,71.7,"48.6","57.0","21,222",17.1,"10%","59 : 41",2012,4.481357,52.1569487
"80","Lund University","Sweden",40.4,"61.2",58.5,72.8,"32.6","56.9","28,251",11.5,"15%","",2012,-87.7106499,41.9722799
"81","Rutgers, the State University of New Jersey","United States of America",51.6,"25.3",60,69,"-","56.8","37,032",17.3,"8%","51 : 49",2012,-74.1741891,40.7416983
"81","University of Rochester","United States of America",47,"45.7",33.5,94.5,"36.4","56.8","9,390",4.5,"26%","49 : 51",2012,-77.6260033,43.1305531
"83","Durham University","United Kingdom",32.5,"75.8",37.9,96.2,"30.5","56.4","15,489",15.7,"24%","54 : 46",2012,-1.5782029,54.7649859
"84","Pierre and Marie Curie University","France",56.3,"66.7",30.5,81.1,"26.2","56.0","27,862",8.7,"18%","48 : 52",2012,2.357499,48.8471036
"85","University of St Andrews","United Kingdom",37.1,"89.1",40.2,83,"34.1","55.7","8,338",12.7,"47%","56 : 44",2012,-2.7930852,56.3412112
"86","University of California, Irvine","United States of America",36.2,"36.3",42.3,93.5,"45.6","55.4","26,614",16.1,"16%","52 : 48",2012,-117.853022,33.664081
"87","Uppsala University","Sweden",47.2,"59.1",65.1,53.3,"43.4","55.2","25,266",18.2,"12%","57 : 43",2012,17.6300093,59.8509005
"88","Technical University of Munich","Germany",50,"65.2",37.1,76.3,"47.2","55.1","35,565",31.5,"20%","33 : 67",2012,19.2402603,52.0563394
"89","University of Notre Dame","United States of America",42.6,"33.1",36.2,94.1,"27.3","55.0","11,829",13.8,"10%","44 : 56",2012,-86.2377772,41.6973401
"90","Dartmouth College","United States of America",44.8,"30.6",38.7,89.9,"-","54.9","6,178",6.6,"16%","47 : 53",2012,-91.6514459,41.92479
"91","University of Helsinki","Finland",39.3,"46.8",54.2,75.1,"28.9","54.8","23,505",15.1,"6%","66 : 34",2012,-99.1698567,19.3049111
"92","University of Amsterdam","Netherlands",41.7,"56.4",54.7,68.3,"42.5","54.7","24,570",14.4,"11%","53 : 47",2012,4.9470315,52.3561962
"93","Case Western Reserve University","United States of America",54.2,"29.9",40.2,78.4,"-","54.6","9,259",6.4,"17%","48 : 52",2012,-81.6083838,41.5043413
"94","Korea Advanced Institute of Science and Technology (KAIST)","South Korea",64.2,"29.3",54.6,47.1,"100.0","54.5","9,027",10,"9%","20 : 80",2012,127.3640249,36.3693921
"94","University of Maryland, College Park","United States of America",41.1,"35.3",43.6,85.8,"28.5","54.5","31,331",8.4,"9%","48 : 52",2012,-76.9367935,38.9920364
"96","Michigan State University","United States of America",47.4,"34.0",49.6,73.6,"28.0","54.4","44,750",15.7,"15%","51 : 49",2012,-83.7333394,42.2752422
"97","University of Arizona","United States of America",45.1,"28.4",43,78.3,"86.0","54.2","36,429",12.7,"8%","52 : 48",2012,-82.4530718,28.067177
"98","Purdue University","United States of America",56.6,"52.6",49.4,57.8,"-","54.0","39,256",18.1,"22%","42 : 58",2012,-87.0541793,40.4533683
"99","University of Sussex","United Kingdom",30.6,"79.8",34.8,92,"28.1","53.9","12,001",17.4,"35%","54 : 46",2012,-0.7756403,50.8443366
"100","University of Alberta","Canada",50.6,"71.9",54.4,51.7,"53.7","53.7","36,299",21.6,"23%","55 : 45",2012,-113.5490268,53.4943212
"101","University of Sheffield","United Kingdom",44.6,"68.2",46,67.5,"40.2","53.6","23,311",15.5,"31%","50 : 50",2012,-1.48406,53.38071
"102","University of Glasgow","United Kingdom",37.5,"68.1",41,77.5,"61.4","53.4","22,616",16,"29%","57 : 43",2012,-4.288761,55.87151
"103","University of Cape Town","South Africa",34.3,"73.9",41.1,75.3,"97.5","53.2","20,040",12.1,"18%","53 : 47",2012,18.415091,-33.925967
"104","Delft University of Technology","Netherlands",53.5,"71.3",66.1,31.2,"100.0","53.1","15,920",19.4,"25%","26 : 74",2012,4.3570677,52.0115769
"104","University of Montreal","Canada",54.5,"79.5",47,48.7,"81.3","53.1","38,264",20.3,"25%","57 : 43",2012,-90.350862,38.6816147
"106","Ghent University","Belgium",41.1,"47.3",52.2,63.4,"97.8","53.0","32,166",34.1,"9%","57 : 43",2012,-123.1884423,49.2669654
"107","Royal Holloway, University of London","United Kingdom",28.6,"93.3",24.1,98.2,"25.9","52.9","8,747",15.9,"37%","57 : 43",2012,-0.5630625,51.425673
"108","Tokyo Institute of Technology","Japan",56,"24.9",58.9,49.5,"66.3","52.8","9,586",7.3,"13%","13 : 87",2012,139.6835302,35.6051229
"109","Humboldt University of Berlin","Germany",51.3,"64.5",54.5,50.1,"-","52.6","29,987",52.5,"16%","",2012,13.5333041,52.4321218
"110","University of California, Santa Cruz","United States of America",28.5,"29.8",36.6,99.9,"29.5","52.5","17,404",22.7,"1%","53 : 47",2012,-117.3163115,33.981043
"111","University of Basel","Switzerland",38.9,"92.4",21.9,86,"48.6","52.2","12,551",17.3,"24%","54 : 46",2012,36.2776484,33.5117629
"112","University of Bern","Switzerland",43,"77.6",34.6,73.5,"38.2","52.1","14,708",22.5,"14%","54 : 46",2012,121.0977098,14.6037344
"113","University of Utah","United States of America",42.1,"23.3",41,82.3,"-","51.9","25,674",16.9,"9%","45 : 55",2012,-111.8884532,33.4249307
"114","Stony Brook University","United States of America",37.7,"56.5",28.7,88.3,"29.2","51.4","21,908",10.9,"24%","50 : 50",2012,-73.1146681,40.9098883
"115","Eindhoven University of Technology","Netherlands",35.6,"67.3",48,62.1,"100.0","51.3","8,176",16,"14%","19 : 81",2012,5.4907148,51.4486098
"116","University of Lausanne","Switzerland",27.5,"86.7",40.4,77.8,"40.3","51.2","11,964",13.1,"22%","",2012,6.6528621,46.5287859
